Date,Month,Month_Year,Year,Week_day,Quarter,Quarter_Year,Week_Num,Month_Num,Day_Num,Date_Num
2018/10/12,October,Oct-2018,2018,Friday,Q4,Q4_2018,41,10,6,12
2018/10/13,October,Oct-2018,2018,Saturday,Q4,Q4_2018,41,10,7,13
2018/10/14,October,Oct-2018,2018,Sunday,Q4,Q4_2018,42,10,1,14
2018/10/15,October,Oct-2018,2018,Monday,Q4,Q4_2018,42,10,2,15
2018/10/16,October,Oct-2018,2018,Tuesday,Q4,Q4_2018,42,10,3,16
2018/10/17,October,Oct-2018,2018,Wednesday,Q4,Q4_2018,42,10,4,17
2018/10/18,October,Oct-2018,2018,Thursday,Q4,Q4_2018,42,10,5,18
2018/10/19,October,Oct-2018,2018,Friday,Q4,Q4_2018,42,10,6,19
2018/10/20,October,Oct-2018,2018,Saturday,Q4,Q4_2018,42,10,7,20
2018/10/21,October,Oct-2018,2018,Sunday,Q4,Q4_2018,43,10,1,21
2018/10/22,October,Oct-2018,2018,Monday,Q4,Q4_2018,43,10,2,22
2018/10/23,October,Oct-2018,2018,Tuesday,Q4,Q4_2018,43,10,3,23
2018/10/24,October,Oct-2018,2018,Wednesday,Q4,Q4_2018,43,10,4,24
2018/10/25,October,Oct-2018,2018,Thursday,Q4,Q4_2018,43,10,5,25
2018/10/26,October,Oct-2018,2018,Friday,Q4,Q4_2018,43,10,6,26
2018/10/27,October,Oct-2018,2018,Saturday,Q4,Q4_2018,43,10,7,27
2018/10/28,October,Oct-2018,2018,Sunday,Q4,Q4_2018,44,10,1,28
2018/10/29,October,Oct-2018,2018,Monday,Q4,Q4_2018,44,10,2,29
2018/10/30,October,Oct-2018,2018,Tuesday,Q4,Q4_2018,44,10,3,30
2018/10/31,October,Oct-2018,2018,Wednesday,Q4,Q4_2018,44,10,4,31
2018/11/01,November,Nov-2018,2018,Thursday,Q4,Q4_2018,44,11,5,01
2018/11/02,November,Nov-2018,2018,Friday,Q4,Q4_2018,44,11,6,02
2018/11/03,November,Nov-2018,2018,Saturday,Q4,Q4_2018,44,11,7,03
2018/11/04,November,Nov-2018,2018,Sunday,Q4,Q4_2018,45,11,1,04
2018/11/05,November,Nov-2018,2018,Monday,Q4,Q4_2018,45,11,2,05
2018/11/06,November,Nov-2018,2018,Tuesday,Q4,Q4_2018,45,11,3,06
2018/11/07,November,Nov-2018,2018,Wednesday,Q4,Q4_2018,45,11,4,07
2018/11/08,November,Nov-2018,2018,Thursday,Q4,Q4_2018,45,11,5,08
2018/11/09,November,Nov-2018,2018,Friday,Q4,Q4_2018,45,11,6,09
2018/11/10,November,Nov-2018,2018,Saturday,Q4,Q4_2018,45,11,7,10
2018/11/11,November,Nov-2018,2018,Sunday,Q4,Q4_2018,46,11,1,11
2018/11/12,November,Nov-2018,2018,Monday,Q4,Q4_2018,46,11,2,12
2018/11/13,November,Nov-2018,2018,Tuesday,Q4,Q4_2018,46,11,3,13
2018/11/14,November,Nov-2018,2018,Wednesday,Q4,Q4_2018,46,11,4,14
2018/11/15,November,Nov-2018,2018,Thursday,Q4,Q4_2018,46,11,5,15
2018/11/16,November,Nov-2018,2018,Friday,Q4,Q4_2018,46,11,6,16
2018/11/17,November,Nov-2018,2018,Saturday,Q4,Q4_2018,46,11,7,17
2018/11/18,November,Nov-2018,2018,Sunday,Q4,Q4_2018,47,11,1,18
2018/11/19,November,Nov-2018,2018,Monday,Q4,Q4_2018,47,11,2,19
2018/11/20,November,Nov-2018,2018,Tuesday,Q4,Q4_2018,47,11,3,20
2018/11/21,November,Nov-2018,2018,Wednesday,Q4,Q4_2018,47,11,4,21
2018/11/22,November,Nov-2018,2018,Thursday,Q4,Q4_2018,47,11,5,22
2018/11/23,November,Nov-2018,2018,Friday,Q4,Q4_2018,47,11,6,23
2018/11/24,November,Nov-2018,2018,Saturday,Q4,Q4_2018,47,11,7,24
2018/11/25,November,Nov-2018,2018,Sunday,Q4,Q4_2018,48,11,1,25
2018/11/26,November,Nov-2018,2018,Monday,Q4,Q4_2018,48,11,2,26
2018/11/27,November,Nov-2018,2018,Tuesday,Q4,Q4_2018,48,11,3,27
2018/11/28,November,Nov-2018,2018,Wednesday,Q4,Q4_2018,48,11,4,28
2018/11/29,November,Nov-2018,2018,Thursday,Q4,Q4_2018,48,11,5,29
2018/11/30,November,Nov-2018,2018,Friday,Q4,Q4_2018,48,11,6,30
2018/12/01,December,Dec-2018,2018,Saturday,Q4,Q4_2018,48,12,7,01
2018/12/02,December,Dec-2018,2018,Sunday,Q4,Q4_2018,49,12,1,02
2018/12/03,December,Dec-2018,2018,Monday,Q4,Q4_2018,49,12,2,03
2018/12/04,December,Dec-2018,2018,Tuesday,Q4,Q4_2018,49,12,3,04
2018/12/05,December,Dec-2018,2018,Wednesday,Q4,Q4_2018,49,12,4,05
2018/12/06,December,Dec-2018,2018,Thursday,Q4,Q4_2018,49,12,5,06
2018/12/07,December,Dec-2018,2018,Friday,Q4,Q4_2018,49,12,6,07
2018/12/08,December,Dec-2018,2018,Saturday,Q4,Q4_2018,49,12,7,08
2018/12/09,December,Dec-2018,2018,Sunday,Q4,Q4_2018,50,12,1,09
2018/12/10,December,Dec-2018,2018,Monday,Q4,Q4_2018,50,12,2,10
2018/12/11,December,Dec-2018,2018,Tuesday,Q4,Q4_2018,50,12,3,11
2018/12/12,December,Dec-2018,2018,Wednesday,Q4,Q4_2018,50,12,4,12
2018/12/13,December,Dec-2018,2018,Thursday,Q4,Q4_2018,50,12,5,13
2018/12/14,December,Dec-2018,2018,Friday,Q4,Q4_2018,50,12,6,14
2018/12/15,December,Dec-2018,2018,Saturday,Q4,Q4_2018,50,12,7,15
2018/12/16,December,Dec-2018,2018,Sunday,Q4,Q4_2018,51,12,1,16
2018/12/17,December,Dec-2018,2018,Monday,Q4,Q4_2018,51,12,2,17
2018/12/18,December,Dec-2018,2018,Tuesday,Q4,Q4_2018,51,12,3,18
2018/12/19,December,Dec-2018,2018,Wednesday,Q4,Q4_2018,51,12,4,19
2018/12/20,December,Dec-2018,2018,Thursday,Q4,Q4_2018,51,12,5,20
2018/12/21,December,Dec-2018,2018,Friday,Q4,Q4_2018,51,12,6,21
2018/12/22,December,Dec-2018,2018,Saturday,Q4,Q4_2018,51,12,7,22
2018/12/23,December,Dec-2018,2018,Sunday,Q4,Q4_2018,52,12,1,23
2018/12/24,December,Dec-2018,2018,Monday,Q4,Q4_2018,52,12,2,24
2018/12/25,December,Dec-2018,2018,Tuesday,Q4,Q4_2018,52,12,3,25
2018/12/26,December,Dec-2018,2018,Wednesday,Q4,Q4_2018,52,12,4,26
2018/12/27,December,Dec-2018,2018,Thursday,Q4,Q4_2018,52,12,5,27
2018/12/28,December,Dec-2018,2018,Friday,Q4,Q4_2018,52,12,6,28
2018/12/29,December,Dec-2018,2018,Saturday,Q4,Q4_2018,52,12,7,29
2018/12/30,December,Dec-2018,2018,Sunday,Q4,Q4_2018,53,12,1,30
2018/12/31,December,Dec-2018,2018,Monday,Q4,Q4_2018,53,12,2,31
2019/01/01,January,Jan-2019,2019,Tuesday,Q1,Q1_2019,1,1,3,01
2019/01/02,January,Jan-2019,2019,Wednesday,Q1,Q1_2019,1,1,4,02
2019/01/03,January,Jan-2019,2019,Thursday,Q1,Q1_2019,1,1,5,03
2019/01/04,January,Jan-2019,2019,Friday,Q1,Q1_2019,1,1,6,04
2019/01/05,January,Jan-2019,2019,Saturday,Q1,Q1_2019,1,1,7,05
2019/01/06,January,Jan-2019,2019,Sunday,Q1,Q1_2019,2,1,1,06
2019/01/07,January,Jan-2019,2019,Monday,Q1,Q1_2019,2,1,2,07
2019/01/08,January,Jan-2019,2019,Tuesday,Q1,Q1_2019,2,1,3,08
2019/01/09,January,Jan-2019,2019,Wednesday,Q1,Q1_2019,2,1,4,09
2019/01/10,January,Jan-2019,2019,Thursday,Q1,Q1_2019,2,1,5,10
2019/01/11,January,Jan-2019,2019,Friday,Q1,Q1_2019,2,1,6,11
2019/01/12,January,Jan-2019,2019,Saturday,Q1,Q1_2019,2,1,7,12
2019/01/13,January,Jan-2019,2019,Sunday,Q1,Q1_2019,3,1,1,13
2019/01/14,January,Jan-2019,2019,Monday,Q1,Q1_2019,3,1,2,14
2019/01/15,January,Jan-2019,2019,Tuesday,Q1,Q1_2019,3,1,3,15
2019/01/16,January,Jan-2019,2019,Wednesday,Q1,Q1_2019,3,1,4,16
2019/01/17,January,Jan-2019,2019,Thursday,Q1,Q1_2019,3,1,5,17
2019/01/18,January,Jan-2019,2019,Friday,Q1,Q1_2019,3,1,6,18
2019/01/19,January,Jan-2019,2019,Saturday,Q1,Q1_2019,3,1,7,19
2019/01/20,January,Jan-2019,2019,Sunday,Q1,Q1_2019,4,1,1,20
2019/01/21,January,Jan-2019,2019,Monday,Q1,Q1_2019,4,1,2,21
2019/01/22,January,Jan-2019,2019,Tuesday,Q1,Q1_2019,4,1,3,22
2019/01/23,January,Jan-2019,2019,Wednesday,Q1,Q1_2019,4,1,4,23
2019/01/24,January,Jan-2019,2019,Thursday,Q1,Q1_2019,4,1,5,24
2019/01/25,January,Jan-2019,2019,Friday,Q1,Q1_2019,4,1,6,25
2019/01/26,January,Jan-2019,2019,Saturday,Q1,Q1_2019,4,1,7,26
2019/01/27,January,Jan-2019,2019,Sunday,Q1,Q1_2019,5,1,1,27
2019/01/28,January,Jan-2019,2019,Monday,Q1,Q1_2019,5,1,2,28
2019/01/29,January,Jan-2019,2019,Tuesday,Q1,Q1_2019,5,1,3,29
2019/01/30,January,Jan-2019,2019,Wednesday,Q1,Q1_2019,5,1,4,30
2019/01/31,January,Jan-2019,2019,Thursday,Q1,Q1_2019,5,1,5,31
2019/02/01,February,Feb-2019,2019,Friday,Q1,Q1_2019,5,2,6,01
2019/02/02,February,Feb-2019,2019,Saturday,Q1,Q1_2019,5,2,7,02
2019/02/03,February,Feb-2019,2019,Sunday,Q1,Q1_2019,6,2,1,03
2019/02/04,February,Feb-2019,2019,Monday,Q1,Q1_2019,6,2,2,04
2019/02/05,February,Feb-2019,2019,Tuesday,Q1,Q1_2019,6,2,3,05
2019/02/06,February,Feb-2019,2019,Wednesday,Q1,Q1_2019,6,2,4,06
2019/02/07,February,Feb-2019,2019,Thursday,Q1,Q1_2019,6,2,5,07
2019/02/08,February,Feb-2019,2019,Friday,Q1,Q1_2019,6,2,6,08
2019/02/09,February,Feb-2019,2019,Saturday,Q1,Q1_2019,6,2,7,09
2019/02/10,February,Feb-2019,2019,Sunday,Q1,Q1_2019,7,2,1,10
2019/02/11,February,Feb-2019,2019,Monday,Q1,Q1_2019,7,2,2,11
2019/02/12,February,Feb-2019,2019,Tuesday,Q1,Q1_2019,7,2,3,12
2019/02/13,February,Feb-2019,2019,Wednesday,Q1,Q1_2019,7,2,4,13
2019/02/14,February,Feb-2019,2019,Thursday,Q1,Q1_2019,7,2,5,14
2019/02/15,February,Feb-2019,2019,Friday,Q1,Q1_2019,7,2,6,15
2019/02/16,February,Feb-2019,2019,Saturday,Q1,Q1_2019,7,2,7,16
2019/02/17,February,Feb-2019,2019,Sunday,Q1,Q1_2019,8,2,1,17
2019/02/18,February,Feb-2019,2019,Monday,Q1,Q1_2019,8,2,2,18
2019/02/19,February,Feb-2019,2019,Tuesday,Q1,Q1_2019,8,2,3,19
2019/02/20,February,Feb-2019,2019,Wednesday,Q1,Q1_2019,8,2,4,20
2019/02/21,February,Feb-2019,2019,Thursday,Q1,Q1_2019,8,2,5,21
2019/02/22,February,Feb-2019,2019,Friday,Q1,Q1_2019,8,2,6,22
2019/02/23,February,Feb-2019,2019,Saturday,Q1,Q1_2019,8,2,7,23
2019/02/24,February,Feb-2019,2019,Sunday,Q1,Q1_2019,9,2,1,24
2019/02/25,February,Feb-2019,2019,Monday,Q1,Q1_2019,9,2,2,25
2019/02/26,February,Feb-2019,2019,Tuesday,Q1,Q1_2019,9,2,3,26
2019/02/27,February,Feb-2019,2019,Wednesday,Q1,Q1_2019,9,2,4,27
2019/02/28,February,Feb-2019,2019,Thursday,Q1,Q1_2019,9,2,5,28
2019/03/01,March,Mar-2019,2019,Friday,Q1,Q1_2019,9,3,6,01
2019/03/02,March,Mar-2019,2019,Saturday,Q1,Q1_2019,9,3,7,02
2019/03/03,March,Mar-2019,2019,Sunday,Q1,Q1_2019,10,3,1,03
2019/03/04,March,Mar-2019,2019,Monday,Q1,Q1_2019,10,3,2,04
2019/03/05,March,Mar-2019,2019,Tuesday,Q1,Q1_2019,10,3,3,05
2019/03/06,March,Mar-2019,2019,Wednesday,Q1,Q1_2019,10,3,4,06
2019/03/07,March,Mar-2019,2019,Thursday,Q1,Q1_2019,10,3,5,07
2019/03/08,March,Mar-2019,2019,Friday,Q1,Q1_2019,10,3,6,08
2019/03/09,March,Mar-2019,2019,Saturday,Q1,Q1_2019,10,3,7,09
2019/03/10,March,Mar-2019,2019,Sunday,Q1,Q1_2019,11,3,1,10
2019/03/11,March,Mar-2019,2019,Monday,Q1,Q1_2019,11,3,2,11
2019/03/12,March,Mar-2019,2019,Tuesday,Q1,Q1_2019,11,3,3,12
2019/03/13,March,Mar-2019,2019,Wednesday,Q1,Q1_2019,11,3,4,13
2019/03/14,March,Mar-2019,2019,Thursday,Q1,Q1_2019,11,3,5,14
2019/03/15,March,Mar-2019,2019,Friday,Q1,Q1_2019,11,3,6,15
2019/03/16,March,Mar-2019,2019,Saturday,Q1,Q1_2019,11,3,7,16
2019/03/17,March,Mar-2019,2019,Sunday,Q1,Q1_2019,12,3,1,17
2019/03/18,March,Mar-2019,2019,Monday,Q1,Q1_2019,12,3,2,18
2019/03/19,March,Mar-2019,2019,Tuesday,Q1,Q1_2019,12,3,3,19
2019/03/20,March,Mar-2019,2019,Wednesday,Q1,Q1_2019,12,3,4,20
2019/03/21,March,Mar-2019,2019,Thursday,Q1,Q1_2019,12,3,5,21
2019/03/22,March,Mar-2019,2019,Friday,Q1,Q1_2019,12,3,6,22
2019/03/23,March,Mar-2019,2019,Saturday,Q1,Q1_2019,12,3,7,23
2019/03/24,March,Mar-2019,2019,Sunday,Q1,Q1_2019,13,3,1,24
2019/03/25,March,Mar-2019,2019,Monday,Q1,Q1_2019,13,3,2,25
2019/03/26,March,Mar-2019,2019,Tuesday,Q1,Q1_2019,13,3,3,26
2019/03/27,March,Mar-2019,2019,Wednesday,Q1,Q1_2019,13,3,4,27
2019/03/28,March,Mar-2019,2019,Thursday,Q1,Q1_2019,13,3,5,28
2019/03/29,March,Mar-2019,2019,Friday,Q1,Q1_2019,13,3,6,29
2019/03/30,March,Mar-2019,2019,Saturday,Q1,Q1_2019,13,3,7,30
2019/03/31,March,Mar-2019,2019,Sunday,Q1,Q1_2019,14,3,1,31
2019/04/01,April,Apr-2019,2019,Monday,Q2,Q2_2019,14,4,2,01
2019/04/02,April,Apr-2019,2019,Tuesday,Q2,Q2_2019,14,4,3,02
2019/04/03,April,Apr-2019,2019,Wednesday,Q2,Q2_2019,14,4,4,03
2019/04/04,April,Apr-2019,2019,Thursday,Q2,Q2_2019,14,4,5,04
2019/04/05,April,Apr-2019,2019,Friday,Q2,Q2_2019,14,4,6,05
2019/04/06,April,Apr-2019,2019,Saturday,Q2,Q2_2019,14,4,7,06
2019/04/07,April,Apr-2019,2019,Sunday,Q2,Q2_2019,15,4,1,07
2019/04/08,April,Apr-2019,2019,Monday,Q2,Q2_2019,15,4,2,08
2019/04/09,April,Apr-2019,2019,Tuesday,Q2,Q2_2019,15,4,3,09
2019/04/10,April,Apr-2019,2019,Wednesday,Q2,Q2_2019,15,4,4,10
2019/04/11,April,Apr-2019,2019,Thursday,Q2,Q2_2019,15,4,5,11
2019/04/12,April,Apr-2019,2019,Friday,Q2,Q2_2019,15,4,6,12
2019/04/13,April,Apr-2019,2019,Saturday,Q2,Q2_2019,15,4,7,13
2019/04/14,April,Apr-2019,2019,Sunday,Q2,Q2_2019,16,4,1,14
2019/04/15,April,Apr-2019,2019,Monday,Q2,Q2_2019,16,4,2,15
2019/04/16,April,Apr-2019,2019,Tuesday,Q2,Q2_2019,16,4,3,16
2019/04/17,April,Apr-2019,2019,Wednesday,Q2,Q2_2019,16,4,4,17
2019/04/18,April,Apr-2019,2019,Thursday,Q2,Q2_2019,16,4,5,18
2019/04/19,April,Apr-2019,2019,Friday,Q2,Q2_2019,16,4,6,19
2019/04/20,April,Apr-2019,2019,Saturday,Q2,Q2_2019,16,4,7,20
2019/04/21,April,Apr-2019,2019,Sunday,Q2,Q2_2019,17,4,1,21
2019/04/22,April,Apr-2019,2019,Monday,Q2,Q2_2019,17,4,2,22
2019/04/23,April,Apr-2019,2019,Tuesday,Q2,Q2_2019,17,4,3,23
2019/04/24,April,Apr-2019,2019,Wednesday,Q2,Q2_2019,17,4,4,24
2019/04/25,April,Apr-2019,2019,Thursday,Q2,Q2_2019,17,4,5,25
2019/04/26,April,Apr-2019,2019,Friday,Q2,Q2_2019,17,4,6,26
2019/04/27,April,Apr-2019,2019,Saturday,Q2,Q2_2019,17,4,7,27
2019/04/28,April,Apr-2019,2019,Sunday,Q2,Q2_2019,18,4,1,28
2019/04/29,April,Apr-2019,2019,Monday,Q2,Q2_2019,18,4,2,29
2019/04/30,April,Apr-2019,2019,Tuesday,Q2,Q2_2019,18,4,3,30
2019/05/01,May,May-2019,2019,Wednesday,Q2,Q2_2019,18,5,4,01
2019/05/02,May,May-2019,2019,Thursday,Q2,Q2_2019,18,5,5,02
2019/05/03,May,May-2019,2019,Friday,Q2,Q2_2019,18,5,6,03
2019/05/04,May,May-2019,2019,Saturday,Q2,Q2_2019,18,5,7,04
2019/05/05,May,May-2019,2019,Sunday,Q2,Q2_2019,19,5,1,05
2019/05/06,May,May-2019,2019,Monday,Q2,Q2_2019,19,5,2,06
2019/05/07,May,May-2019,2019,Tuesday,Q2,Q2_2019,19,5,3,07
2019/05/08,May,May-2019,2019,Wednesday,Q2,Q2_2019,19,5,4,08
2019/05/09,May,May-2019,2019,Thursday,Q2,Q2_2019,19,5,5,09
2019/05/10,May,May-2019,2019,Friday,Q2,Q2_2019,19,5,6,10
2019/05/11,May,May-2019,2019,Saturday,Q2,Q2_2019,19,5,7,11
2019/05/12,May,May-2019,2019,Sunday,Q2,Q2_2019,20,5,1,12
2019/05/13,May,May-2019,2019,Monday,Q2,Q2_2019,20,5,2,13
2019/05/14,May,May-2019,2019,Tuesday,Q2,Q2_2019,20,5,3,14
2019/05/15,May,May-2019,2019,Wednesday,Q2,Q2_2019,20,5,4,15
2019/05/16,May,May-2019,2019,Thursday,Q2,Q2_2019,20,5,5,16
2019/05/17,May,May-2019,2019,Friday,Q2,Q2_2019,20,5,6,17
2019/05/18,May,May-2019,2019,Saturday,Q2,Q2_2019,20,5,7,18
2019/05/19,May,May-2019,2019,Sunday,Q2,Q2_2019,21,5,1,19
2019/05/20,May,May-2019,2019,Monday,Q2,Q2_2019,21,5,2,20
2019/05/21,May,May-2019,2019,Tuesday,Q2,Q2_2019,21,5,3,21
2019/05/22,May,May-2019,2019,Wednesday,Q2,Q2_2019,21,5,4,22
2019/05/23,May,May-2019,2019,Thursday,Q2,Q2_2019,21,5,5,23
2019/05/24,May,May-2019,2019,Friday,Q2,Q2_2019,21,5,6,24
2019/05/25,May,May-2019,2019,Saturday,Q2,Q2_2019,21,5,7,25
2019/05/26,May,May-2019,2019,Sunday,Q2,Q2_2019,22,5,1,26
2019/05/27,May,May-2019,2019,Monday,Q2,Q2_2019,22,5,2,27
2019/05/28,May,May-2019,2019,Tuesday,Q2,Q2_2019,22,5,3,28
2019/05/29,May,May-2019,2019,Wednesday,Q2,Q2_2019,22,5,4,29
2019/05/30,May,May-2019,2019,Thursday,Q2,Q2_2019,22,5,5,30
2019/05/31,May,May-2019,2019,Friday,Q2,Q2_2019,22,5,6,31
2019/06/01,June,Jun-2019,2019,Saturday,Q2,Q2_2019,22,6,7,01
2019/06/02,June,Jun-2019,2019,Sunday,Q2,Q2_2019,23,6,1,02
2019/06/03,June,Jun-2019,2019,Monday,Q2,Q2_2019,23,6,2,03
2019/06/04,June,Jun-2019,2019,Tuesday,Q2,Q2_2019,23,6,3,04
2019/06/05,June,Jun-2019,2019,Wednesday,Q2,Q2_2019,23,6,4,05
2019/06/06,June,Jun-2019,2019,Thursday,Q2,Q2_2019,23,6,5,06
2019/06/07,June,Jun-2019,2019,Friday,Q2,Q2_2019,23,6,6,07
2019/06/08,June,Jun-2019,2019,Saturday,Q2,Q2_2019,23,6,7,08
2019/06/09,June,Jun-2019,2019,Sunday,Q2,Q2_2019,24,6,1,09
2019/06/10,June,Jun-2019,2019,Monday,Q2,Q2_2019,24,6,2,10
2019/06/11,June,Jun-2019,2019,Tuesday,Q2,Q2_2019,24,6,3,11
2019/06/12,June,Jun-2019,2019,Wednesday,Q2,Q2_2019,24,6,4,12
2019/06/13,June,Jun-2019,2019,Thursday,Q2,Q2_2019,24,6,5,13
2019/06/14,June,Jun-2019,2019,Friday,Q2,Q2_2019,24,6,6,14
2019/06/15,June,Jun-2019,2019,Saturday,Q2,Q2_2019,24,6,7,15
2019/06/16,June,Jun-2019,2019,Sunday,Q2,Q2_2019,25,6,1,16
2019/06/17,June,Jun-2019,2019,Monday,Q2,Q2_2019,25,6,2,17
2019/06/18,June,Jun-2019,2019,Tuesday,Q2,Q2_2019,25,6,3,18
2019/06/19,June,Jun-2019,2019,Wednesday,Q2,Q2_2019,25,6,4,19
2019/06/20,June,Jun-2019,2019,Thursday,Q2,Q2_2019,25,6,5,20
2019/06/21,June,Jun-2019,2019,Friday,Q2,Q2_2019,25,6,6,21
2019/06/22,June,Jun-2019,2019,Saturday,Q2,Q2_2019,25,6,7,22
2019/06/23,June,Jun-2019,2019,Sunday,Q2,Q2_2019,26,6,1,23
2019/06/24,June,Jun-2019,2019,Monday,Q2,Q2_2019,26,6,2,24
2019/06/25,June,Jun-2019,2019,Tuesday,Q2,Q2_2019,26,6,3,25
2019/06/26,June,Jun-2019,2019,Wednesday,Q2,Q2_2019,26,6,4,26
2019/06/27,June,Jun-2019,2019,Thursday,Q2,Q2_2019,26,6,5,27
2019/06/28,June,Jun-2019,2019,Friday,Q2,Q2_2019,26,6,6,28
2019/06/29,June,Jun-2019,2019,Saturday,Q2,Q2_2019,26,6,7,29
2019/06/30,June,Jun-2019,2019,Sunday,Q2,Q2_2019,27,6,1,30
2019/07/01,July,Jul-2019,2019,Monday,Q3,Q3_2019,27,7,2,01
2019/07/02,July,Jul-2019,2019,Tuesday,Q3,Q3_2019,27,7,3,02
2019/07/03,July,Jul-2019,2019,Wednesday,Q3,Q3_2019,27,7,4,03
2019/07/04,July,Jul-2019,2019,Thursday,Q3,Q3_2019,27,7,5,04
2019/07/05,July,Jul-2019,2019,Friday,Q3,Q3_2019,27,7,6,05
2019/07/06,July,Jul-2019,2019,Saturday,Q3,Q3_2019,27,7,7,06
2019/07/07,July,Jul-2019,2019,Sunday,Q3,Q3_2019,28,7,1,07
2019/07/08,July,Jul-2019,2019,Monday,Q3,Q3_2019,28,7,2,08
2019/07/09,July,Jul-2019,2019,Tuesday,Q3,Q3_2019,28,7,3,09
2019/07/10,July,Jul-2019,2019,Wednesday,Q3,Q3_2019,28,7,4,10
2019/07/11,July,Jul-2019,2019,Thursday,Q3,Q3_2019,28,7,5,11
2019/07/12,July,Jul-2019,2019,Friday,Q3,Q3_2019,28,7,6,12
2019/07/13,July,Jul-2019,2019,Saturday,Q3,Q3_2019,28,7,7,13
2019/07/14,July,Jul-2019,2019,Sunday,Q3,Q3_2019,29,7,1,14
2019/07/15,July,Jul-2019,2019,Monday,Q3,Q3_2019,29,7,2,15
2019/07/16,July,Jul-2019,2019,Tuesday,Q3,Q3_2019,29,7,3,16
2019/07/17,July,Jul-2019,2019,Wednesday,Q3,Q3_2019,29,7,4,17
2019/07/18,July,Jul-2019,2019,Thursday,Q3,Q3_2019,29,7,5,18
2019/07/19,July,Jul-2019,2019,Friday,Q3,Q3_2019,29,7,6,19
2019/07/20,July,Jul-2019,2019,Saturday,Q3,Q3_2019,29,7,7,20
2019/07/21,July,Jul-2019,2019,Sunday,Q3,Q3_2019,30,7,1,21
2019/07/22,July,Jul-2019,2019,Monday,Q3,Q3_2019,30,7,2,22
2019/07/23,July,Jul-2019,2019,Tuesday,Q3,Q3_2019,30,7,3,23
2019/07/24,July,Jul-2019,2019,Wednesday,Q3,Q3_2019,30,7,4,24
2019/07/25,July,Jul-2019,2019,Thursday,Q3,Q3_2019,30,7,5,25
2019/07/26,July,Jul-2019,2019,Friday,Q3,Q3_2019,30,7,6,26
2019/07/27,July,Jul-2019,2019,Saturday,Q3,Q3_2019,30,7,7,27
2019/07/28,July,Jul-2019,2019,Sunday,Q3,Q3_2019,31,7,1,28
2019/07/29,July,Jul-2019,2019,Monday,Q3,Q3_2019,31,7,2,29
2019/07/30,July,Jul-2019,2019,Tuesday,Q3,Q3_2019,31,7,3,30
2019/07/31,July,Jul-2019,2019,Wednesday,Q3,Q3_2019,31,7,4,31
2019/08/01,August,Aug-2019,2019,Thursday,Q3,Q3_2019,31,8,5,01
2019/08/02,August,Aug-2019,2019,Friday,Q3,Q3_2019,31,8,6,02
2019/08/03,August,Aug-2019,2019,Saturday,Q3,Q3_2019,31,8,7,03
2019/08/04,August,Aug-2019,2019,Sunday,Q3,Q3_2019,32,8,1,04
2019/08/05,August,Aug-2019,2019,Monday,Q3,Q3_2019,32,8,2,05
2019/08/06,August,Aug-2019,2019,Tuesday,Q3,Q3_2019,32,8,3,06
2019/08/07,August,Aug-2019,2019,Wednesday,Q3,Q3_2019,32,8,4,07
2019/08/08,August,Aug-2019,2019,Thursday,Q3,Q3_2019,32,8,5,08
2019/08/09,August,Aug-2019,2019,Friday,Q3,Q3_2019,32,8,6,09
2019/08/10,August,Aug-2019,2019,Saturday,Q3,Q3_2019,32,8,7,10
2019/08/11,August,Aug-2019,2019,Sunday,Q3,Q3_2019,33,8,1,11
2019/08/12,August,Aug-2019,2019,Monday,Q3,Q3_2019,33,8,2,12
2019/08/13,August,Aug-2019,2019,Tuesday,Q3,Q3_2019,33,8,3,13
2019/08/14,August,Aug-2019,2019,Wednesday,Q3,Q3_2019,33,8,4,14
2019/08/15,August,Aug-2019,2019,Thursday,Q3,Q3_2019,33,8,5,15
2019/08/16,August,Aug-2019,2019,Friday,Q3,Q3_2019,33,8,6,16
2019/08/17,August,Aug-2019,2019,Saturday,Q3,Q3_2019,33,8,7,17
2019/08/18,August,Aug-2019,2019,Sunday,Q3,Q3_2019,34,8,1,18
2019/08/19,August,Aug-2019,2019,Monday,Q3,Q3_2019,34,8,2,19
2019/08/20,August,Aug-2019,2019,Tuesday,Q3,Q3_2019,34,8,3,20
2019/08/21,August,Aug-2019,2019,Wednesday,Q3,Q3_2019,34,8,4,21
2019/08/22,August,Aug-2019,2019,Thursday,Q3,Q3_2019,34,8,5,22
2019/08/23,August,Aug-2019,2019,Friday,Q3,Q3_2019,34,8,6,23
2019/08/24,August,Aug-2019,2019,Saturday,Q3,Q3_2019,34,8,7,24
2019/08/25,August,Aug-2019,2019,Sunday,Q3,Q3_2019,35,8,1,25
2019/08/26,August,Aug-2019,2019,Monday,Q3,Q3_2019,35,8,2,26
2019/08/27,August,Aug-2019,2019,Tuesday,Q3,Q3_2019,35,8,3,27
2019/08/28,August,Aug-2019,2019,Wednesday,Q3,Q3_2019,35,8,4,28
2019/08/29,August,Aug-2019,2019,Thursday,Q3,Q3_2019,35,8,5,29
2019/08/30,August,Aug-2019,2019,Friday,Q3,Q3_2019,35,8,6,30
2019/08/31,August,Aug-2019,2019,Saturday,Q3,Q3_2019,35,8,7,31
2019/09/01,September,Sep-2019,2019,Sunday,Q3,Q3_2019,36,9,1,01
